title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
My Mom, Your Dad;2022;TV-MA;1 Season;['Reality'];January 13, 2022;;This heartwarming and hilariously cringe-worthy reality dating series follows a group of hopeful single parents as they dip their toes back in the dating pool. After being nominated by their college-age kids, the 40- to 50-something moms and dads arrive at the “Second Chance Retreat” – but they’re completely unaware that their adult children are living together and pulling the strings from a house down the street. Tasked with providing advice, planning dates, and keeping tabs on their parents’ every move, the kids must decide whether to “meddle,” resulting in crazy challenges… and plenty of TMI moments. With help from Emmy®-nominated host Yvonne Orji, My Mom, Your Dad aims to prove that, when it comes to love, the kids just may know best.
Peacemaker;2022;TV-MA;1 Season;['Action', 'Comedy', 'Drama'];January 13, 2022;;Picking up where 2021’s The Suicide Squad left off, this James Gunn-created series continues the saga of Peacemaker, a compellingly vainglorious superhero/supervillain who believes in peace at any cost - no matter how many people he has to kill along the way. After a miraculous recovery from his encounter with Bloodsport, Peacemaker soon discovers that his freedom comes at a cost when he’s requisitioned by Clemson Murn and joined by his handler, Emilia Harcourt, tech and tactics John Economos, and new recruit Leota Adebayo for an off-the-books mission, codename: Project Butterfly. But, ever the consummate professional, Peacemaker remains committed to saving the world - and all that other superhero stuff.
Joe Pera Talks With You;2018;TV-PG;3 Seasons;['Comedy', 'Kids & Family'];January 12, 2022;8.9/10;A teacher in Michigan's Upper Peninsula explores subject matters such as pancakes, blueberries, eggs, toast, sausage, bacon, English muffins, coffee, orange juice, maple syrup, waffles, cornbread, and strawberries.
Squidbillies;2005;TV-14;13 Seasons;['Comedy'];January 12, 2022;6.6/10;Early Cuyler is a redneck squid who was sentenced to 15 years in jail but finds out he has an illegitimate son named Rusty. Rusty is being raised by his Aunt Lil who is teaching him how to run a hair salon, which she does when she isn't running a crystal meth lab. When the sheriff takes pity on Early and lets him out of jail early to go raise his son he must find a way to raise his squidbilly son and maintain the terms of his parole.
Euphoria;2019;TV-MA;2 Seasons;['Drama', 'Kids & Family'];January 10, 2022;8.4/10;Multimedia superstar Zendaya stars in this drama series that follows a group of high-school students as they navigate a mine field of drugs, sex, identity, trauma, social media, love and friendship in today's increasingly unstable world.
The Righteous Gemstones;2019;TV-MA;2 Seasons;['Comedy', 'Kids & Family'];January 10, 2022;8.1/10;From the creative team behind “Vice Principals” and “Eastbound and Down” comes a comedy series about a celebrity televangelist family behind a big-money megachurch. Danny McBride stars as Jesse Gemstone, the eldest of three grown children, who receives a blackmail video that could put his reputation at risk. Edi Patterson, Adam Devine and John Goodman co-star.
Algo Azul;2022;TV-PG;90 min;['Comedy', 'International', 'Kids & Family'];January 8, 2022;5.8/10;"A hotel employee steals a wedding dress and goes on an all-day excursion to get married. While avoiding the authorities, and the owner of the dress, she reflects on her past loves in this rom-com romp. Starring Liz Grimaldo, Carlos Torres, and Andrea Pérez Meana. Directed by Mariel Garcia Spooner; screenplay by Emmanuel Chávez, Ana Lucía Gurisatti, and Mariel García Spooner."
Search Party;2016;TV-MA;5 Seasons;['Comedy', 'Kids & Family'];January 7, 2022;7.7/10;The disappearance of former college acquaintance Chantal leads several 20-somethings to get entangled in the mystery of how she went missing. Leading the search party is Dory, a lifelong doormat who works as a rich housewife's assistant. Dory makes it her personal mission to find Chantal and she's bringing her friends into the investigation with her. Self-diagnosed narcissist Elliott, who puts his ego aside to help Dory, is particularly good at detective work. Bubbly actress Portia excels at chatting up suspects for information because of her desperate need to be in the spotlight. Sheltered Drew has to grow a spine to help solve the mystery and save his deteriorating relationship with Dory. Dory's ex-boyfriend Julian seeks the truth because of his background as a journalist.
Teenage Euthanasia;2021;TV-14;1 Season;['Comedy', 'Kids & Family'];January 7, 2022;5.2/10;"Set in near-future inland Florida, Teenage Euthanasia centers around the owners of Tender Endings funeral home, the Fantasy Family: Grandma Baba, her adult children Uncle Pete and Trophy, and Trophy's teen daughter, Euthanasia (""Annie""). Back when Trophy was a teen herself; she ran away from home after giving birth to Annie, leaving her newborn to be raised by Baba and Uncle Pete. Now, fifteen years later, Trophy returns to Tender Endings...as a corpse, for burial. But when a bolt of lightning strikes Baba's homemade embalming fluid and one of Annie's tears, Trophy comes back from the dead. As a resurrected woman, Trophy has a variety of quasi-useful death powers. But more importantly, she has a second chance at unplanned parenthood."
The Bachelor;2020;TV-PG;3 Seasons;['Reality', 'Romance'];January 5, 2022;;One lucky man gets the opportunity to find the woman of his dreams and hopefully his bride-to-be. The bachelor embarks on a romantic journey meeting 25 women, then selecting 15 as potential mates. After getting to know each one, he continues to narrow the field from 10 to 5, then 6 and ultimately, the 1 woman to whom he propose marriage in the finale.
Night and Fog;1955;TV-MA;33 min;['Documentaries', 'International', 'Shorts'];January 4, 2022;8.6/10;Documentary cameras contrast the horrors of Auschwitz with the peaceful countryside surrounding it.
The Kid Brother;1927;TV-G;83 min;['Comedy'];January 3, 2022;7.7/10;The weakling in a family of he-men tries to prove his mettle.
Impractical Jokers: After Party;2017;TV-14;4 Seasons;['Comedy', 'Kids & Family', 'Reality'];January 2, 2022;7.6/10;Hosted by Joey Fatone, this spinoff series features the Jokers and special guests analyzing some of the series' best challenges. Also included are bonus content and insider access into the making of episodes.
Kate & Leopold;2001;PG-13;118 min;['Comedy', 'Drama', 'Fantasy & Sci-Fi'];January 2, 2022;6.6/10;Time travel, with a RomCom twist, has never been this charming. Meg Ryan and Hugh Jackson are paired as star-crossed lovers who discover that passion and chivalry never go out of style after a rip of time brings them together. He's a charming 19th century bachelor, and she's and a thoroughly 21st century woman, which makes their meeting perfect potential for an old-fashioned modern romance.
Wipeout;2021;TV-14;1 Season;['Kids & Family', 'Reality'];January 2, 2022;4.1/10;Hosted by John Cena and Nicole Byer with Camille Kostek serving as field host, the all-new series takes viewers on a white-knuckle ride, featuring new course elements that will push contestants’ athleticism, endurance and determination to even greater extremes as they fight to win the grand cash prize.
2 Guns;2013;R;109 min;['Action', 'Comedy', 'Crime'];January 1, 2022;;Denzel Washington and Mark Wahlberg 'make for a very enjoyable pair of double-crossed undercover operatives' (Variety) in this action-thriller. Initially unaware of each other's real identity, the pair pulls off a heist of a drug cartel that leaves them holding over $40 million – and running from a wide variety of thugs who want to relieve them of the loot and their lives.
3 Ninjas Knuckle Up;1995;PG-13;88 min;['Action', 'Kids & Family'];January 1, 2022;4.1/10;It's another summer with Grandpa, and the kids – Rocky, Colt, and Tum Tum – are ready for serious ninja action. Trained by their lovable Grandpa, these young do-gooders take on a ruthless businessman whose waste management company has been illegally dumping toxic waste at an Indian reservation. Now it's up to the three ninja brothers to bring Harding and his men to justice and in doing so learn an important lesson.
3 Ninjas: High Noon at Mega Mountain;1998;PG;94 min;['Action', 'Kids & Family'];January 1, 2022;2.8/10;This latest installment of the 3 NINJAS series has the pubescent ninja warriors returning from Japan where they have trained with their grandfather. As they resume their lives in the States they are called on to prevent terrorists from taking over the popular amusement park, Mega Mountain.
300;2007;R;117 min;['Action', 'Drama'];January 1, 2022;7.7/10;In the ancient Battle of Thermopylae, King Leonidas and 300 Spartans fought to the death against Xerxes and his massive Persian army. Facing insurmountable odds, their valor and sacrifice inspire all of Greece to unite against their Persian enemy, drawing a line in the sand for democracy.
A Simple Plan;1998;R;121 min;['Crime', 'Drama', 'Suspense'];January 1, 2022;;'Four stars' (Roger Ebert). In a small, snowy Minnesota town, three men happen upon a crashed plane containing $4 million in cash. Their 'simple plan' – keep the money hidden until spring – quickly unravels as greed and fear consumes them and leads to tragedy. Bill Paxton, Billy Bob Thornton and Bridget Fonda star in this 'quietly devastating' (New York Times) film.
Acuitzeramo;2022;TV-14;16 min;['International', 'Latino', 'Shorts'];January 1, 2022;6.7/10;An aging gay Mexican man reaches out to the estranged son of his recently passed partner. The two meet at the emotionally charged funeral, where tensions run high and family secrets are exposed in this short film. Starring Sal Lopez, Matias Ponce, and Luis Antonio Aldana. Written and directed by Miguel Angel Caballero.
Amityville 3-D;1983;PG;93 min;['Horror', 'Suspense'];January 1, 2022;4.3/10;"The world's most famous house of horror claims new victims in a terrifying tale of evil possession. A skeptical journalist buys the house as an ideal spot for writing a book. Fully aware of its gory history, he ignores warnings about powerful forces still lurking in the basement. Tony Roberts ('Annie Hall') plays the writer; Tess Harper ('Tender Mercies') is his ex-wife."
